Rg and SASA of DNAr
All Rg and SASA are normalized
System  Rg  SASA
DNAr  0.8733139178418147  0.7227740378508825
DNAr  0.8055793991416308  0.6362758795884669
DNAr  0.8469650521152668  0.7262288835259751
DNAr  0.927007970570202  0.7159405563317671
DNAr  0.8100398528510115  0.6870062238028706
DNAr  0.80790925812385  0.6835513781277786
DNAr  0.7761342734518697  0.6657944874888859
DNAr  0.8021919068056402  0.644836783945129
DNAr  0.7640251379521765  0.6887590499174394
DNAr  0.7433782955242177  0.6188238282738474
DNAr  0.7579705702023296  0.7364664041661375
DNAr  0.8293071735131816  0.6823828273847325
DNAr  0.9185622317596561  0.6858630763368474
DNAr  0.9109901900674429  0.7821668995300396
DNAr  0.9469037400367872  0.708827638765401
DNAr  0.9253985285101165  0.7621999237901692
DNAr  0.8813304721030042  0.7396926203480245
DNAr  0.9093654199877375  0.7048393242728311
DNAr  0.8806100551808707  0.6733900673186841
DNAr  0.8685622317596566  0.6841356534993014
DNAr  0.8816983445738807  0.7343325288962276
DNAr  0.8909258123850393  0.7438841610567765
DNAr  0.7893010423053343  0.6932046233964182
DNAr  0.8209687308399755  0.6872856598501206
DNAr  0.7703709380748007  0.6731614378254794
DNAr  0.7912936848559162  0.6692747364410007
DNAr  0.8879981606376457  0.6507811507684491
DNAr  0.865358675659105  0.6815191159659594
DNAr  0.8411404046597181  0.6242093230026672
DNAr  0.9002912323727771  0.7652991235869425
DNAr  0.8739576946658492  0.6877683221135527
DNAr  0.8743102391171056  0.6424488759049917
DNAr  0.8462293071735133  0.6776832211355264
DNAr  0.8804567749846717  0.7131461958592658
DNAr  0.8247240956468426  0.6626444811380667
DNAr  0.7625996321275286  0.6152419662136415
DNAr  0.8405579399141627  0.6561666454972692
DNAr  0.8223635806253828  0.6801219357297091
DNAr  0.8786940527283872  0.7417248825098437
DNAr  0.8531729000613121  0.6419662136415598
DNAr  0.8030809319435928  0.6618823828273847
DNAr  0.8365726548129983  0.7524704686904611
DNAr  0.8460300429184551  0.7704813920995809
DNAr  0.7600858369098713  0.6481392099580846
DNAr  0.7917841814837524  0.6691477200558872
DNAr  0.7515481299816064  0.6681061856979551
DNAr  0.80675965665236  0.6562174520513145
DNAr  0.718408951563458  0.6148609170583005
DNAr  0.8463366033108524  0.6934078496125999
DNAr  0.8405119558553036  0.676565476946526
DNAr  0.8430870631514408  0.7005461704559885
DNAr  0.7883047210300427  0.6821033913374827
DNAr  0.7884120171673817  0.7144163597104028
DNAr  0.782602697731453  0.7594817731487364
DNAr  0.7520846106683017  0.6965832592404423
DNAr  0.7626762722256284  0.6890638892417122
DNAr  0.7418608215818514  0.6088657436809346
DNAr  0.7129981606376455  0.6524577670519497
